Skill 1,Skill 2,Correlation
mercurial,unit-testing,0.098433
.net,hyper-v,0.098121
design_implementation,mapreduce,0.098041
management_skills,php,0.098006
partner,unix,0.097862
saas,visual-studio,0.097851
ability_manage,spring,0.097796
cloud_computing,hbase,0.097751
java,software-engineering,0.097553
architecture_experience,cloud-hosting,0.097503
algorithm,design_implementation,0.097465
asp.net,performance,0.097405
communication_skills,modernization,0.097222
passionate,php,0.097145
cloud-hosting,hadoop,0.097108
objective-c,responsive-design,0.097103
objective-c,sencha-touch,0.097103
design_implementation,saas,0.097041
architecture_experience,oracle,0.096806
video,web-applications,0.096686
cryptography,ios,0.096452
ios,xss,0.096452
application_modernization,communication_skills,0.096276
jvm,wcf,0.096055
consultant,security,0.095930
cloud_computing,r,0.095908
leader,management_skills,0.095792
nosql,olap,0.095775
android,saas,0.095747
executive_level,kvm,0.095686
application_development,performance,0.095242
architect,networking,0.095228
consultant,government,0.095217
design_implementation,xml,0.095047
software-engineering,software_development_life_cycle,0.095022
azure,hadoop,0.095015
software_development_life_cycle,version-control,0.094905
.net,unix,0.094721
.net,python,0.094570
ability_manage,written_communication_skills,0.094568
supply_chain,unix,0.094391
flurry,mobile_applications,0.094384
mobile_applications,statistics,0.094360
hbase,ssas,0.094324
google-analytics,mobile_applications,0.094300
javascript,management_skills,0.094287
communication_skills,magento,0.094230
objective-c,vmware,0.094114
executive_level,visual-studio,0.093924
php,puppet,0.093845
application_development,css,0.093809
executive_level,project_management_skills,0.093722
architecture_experience,azure,0.093656
alfresco,asp.net,0.093642
asp.net,workflow-activity,0.093642
asp.net,workflow-foundation,0.093642
asp.net,workflow-foundation-4,0.093642
google-app-engine,nosql,0.093591
development_experience,software-engineering,0.093545
air,asp.net,0.093405
greenhopper,svn,0.093254
agile-project-management,svn,0.093254
estimation,svn,0.093254
extreme-programming,svn,0.093254
sprint,svn,0.093254
svn,tdd,0.093254
design_implementation,hbase,0.093096
r,ssas,0.093054
cloud_computing,php,0.092891
cloud_computing,nosql,0.092836
sap,web-analytics,0.092811
phonegap,ssis,0.092719
cassandra,cloud_computing,0.092686
google-app-engine,hadoop,0.092419
driven,hive,0.092265
networking,prototyping,0.091832
javascript,soa,0.091664
encryption,ios,0.091619
objective-c,wcf,0.091614
deployment,virtualization,0.091173
design_implementation,r,0.091079
apache,sql,0.091050
ajax,application_modernization,0.090864
css,saas,0.090756
creativity,prototyping,0.090629
driven,hadoop,0.090507
creativity,government,0.090310
azure,information_technology,0.090284
sap,ssis,0.090176
driven,reporting,0.090161
ios,testing,0.090148
c#,jquery,0.089920
database,encryption,0.089835
cloud-hosting,nosql,0.089674
hadoop,hosting,0.089596
asp.net,ubuntu,0.089570
linux,migration,0.089193
partner,project_management_skills,0.089151
javascript,ssl,0.088974
olap,ssl,0.088898
deliver,sql,0.088891
mobile_applications,reporting-services,0.088530
application_development,automation,0.088528
ios,software-engineering,0.088504
olap,supply_chain,0.088369
passionate,virtualization,0.088208
executive_level,innovative,0.088172
data-warehousing,mainframe,0.088141
cloud-hosting,deliver,0.088040
computer-science,database,0.087989
azure,nosql,0.087885
cloud-hosting,information_technology,0.087696
ajax,modernization,0.087563
application_modernization,database,0.087261
kanban,passionate,0.087212
partner,spring,0.087182
deliver,php,0.087145
nosql,ssis,0.087083
data-warehousing,migration,0.086984
design_implementation,nosql,0.086810
cassandra,design_implementation,0.086777
data-warehousing,deliver,0.086428
java,passionate,0.086299
architect,sql,0.086184
application_modernization,javascript,0.086176
consultant,xen,0.086037
leader,modernization,0.085905
ajax,sql-server,0.085876
mapreduce,openstack,0.085876
asp.net,ios,0.085823
saas,sql,0.085814
executive_level,libvirt,0.085773
executive_level,qemu,0.085773
executive_level,virtualbox,0.085773
dynamics-crm,linq,0.085759
ssis,xml,0.085609
ajax,architect,0.085406
algorithm,testing,0.085297
consultant,vmware,0.085268
azure,deliver,0.085242
open-source,web-analytics,0.085194
apache,cryptography,0.085188
apache,xss,0.085188
database,linq,0.085098
cassandra,google-app-engine,0.084886
executive_level,kanban,0.084730
sharepoint,unit-testing,0.084595
architecture_experience,google-app-engine,0.084539
apache,web-security,0.084396
architecture_experience,hosting,0.084348
asp.net,tfs,0.084323
application_modernization,leader,0.084262
kanban,svn,0.084241
consultant,virtual-machine,0.084128
mongodb,oracle,0.084065
database,modernization,0.084064
mysql,security,0.083836
apache,encryption,0.083746
hbase,reporting,0.083608
.net,performance,0.083511
consultant,kvm,0.083504
executive_level,linux-kernel,0.083414
open-source,ssas,0.083331
oracle,unix,0.083306
mobile_applications,web-analytics,0.083279
deliver,hdfs,0.083202
consultant,data-warehousing,0.083176
software_development_life_cycle,web-applications,0.083099
consumer_insights,kanban,0.083065
experience_software_development_lifecycle,kanban,0.083065
architect,marketing,0.083054
driven,ruby-on-rails,0.082875
sap,software_development_life_cycle,0.082725
hosting,nosql,0.082559
business_requirements,computer-science,0.082531
css,objective-c,0.082503
consultant,life_cycle,0.082387
mobile_applications,web-applications,0.082365
cryptography,google-app-engine,0.082282
google-app-engine,xss,0.082282
ruby-on-rails,web-applications,0.082274
ajax,legacy,0.082081
jvm,testing,0.082072
cloud-hosting,management_skills,0.082071
r,reporting,0.082036
google-app-engine,web-security,0.082002
linux,software-engineering,0.081968
creativity,project_management_skills,0.081896
linq,ssas,0.081797
git,java,0.081569
consultant,ubuntu,0.081543
passionate,soa,0.081532
javascript,modernization,0.081450
communication_skills,software_development_life_cycle,0.081357
java,migration,0.081289
consultant,libvirt,0.081286
consultant,qemu,0.081286
consultant,virtualbox,0.081286
application_modernization,architecture_experience,0.080929
cassandra,cloud-hosting,0.080770
innovative,ruby,0.080740
driven,olap,0.080650
testing,wpf,0.080585
hive,web-analytics,0.080562
executive_level,osx,0.080518
deliver,hosting,0.080495
jquery,web-analytics,0.080236
information_technology,sql,0.080141
encryption,ubuntu,0.079843
apache,application_development,0.079840
deliver,mapreduce,0.079829
agile,information_technology,0.079604
asp.net,git,0.079548
azure,management_skills,0.079545
mobile_applications,project_management_skills,0.079479
consultant,osx,0.079321
mysql,visual-studio,0.079201
consultant,linux-kernel,0.078915
architecture_experience,modernization,0.078799
azure,cassandra,0.078792
google-app-engine,information_technology,0.078724
algorithm,software_development,0.078700
hbase,olap,0.078694
driven,pig,0.078630
driven,piglatin,0.078630
postgresql,wcf,0.078607
performance,visual-studio,0.078565
cloud-hosting,marketing,0.078547
linq,olap,0.078435
data-warehousing,executive_level,0.078429
leader,legacy,0.078362
development_experience,mainframe,0.078319
design_implementation,video,0.078157
hosting,management_skills,0.078144
project_management_skills,video,0.078075
application_modernization,software-engineering,0.078042
data-warehousing,sap,0.077990
business_requirements,web-analytics,0.077958
information_technology,security,0.077882
javascript,legacy,0.077708
design_implementation,web-analytics,0.077507
automation,innovative,0.077273
javascript,mainframe,0.077236
consultant,leader,0.077230
consultant,supply_chain,0.077127
encryption,visual-studio,0.077069
olap,r,0.076987
consultant,design_implementation,0.076957
application_development,windows,0.076900
security,sql,0.076874
git,marketing,0.076868
deliver,google-app-engine,0.076830
.net,sap,0.076760
scrum,testing,0.076735
sql,testing,0.076623
cloud-hosting,xen,0.076208
data-warehousing,partner,0.076190
experience_web_technologies,sql,0.076040
google-app-engine,objective-c,0.075906
architect,puppet,0.075700
data-warehousing,information_technology,0.075680
communication_skills,creativity,0.075648
consultant,javascript,0.075460
consultant,openstack,0.075389
php,ubuntu,0.075352
java,partner,0.075106
cassandra,ruby-on-rails,0.075012
marketing,sql-server,0.074731
design_implementation,soa,0.074644
.net,ssis,0.074540
sql-server,wcf,0.074502
deliver,nosql,0.074501
cassandra,deliver,0.074405
modernization,software-engineering,0.074389
prototyping,testing,0.074320
business_requirements,security,0.074257
architect,project_management_skills,0.074098
cloud,experience_web_technologies,0.074063
agile,unix,0.074057
apache,olap,0.074010
data-warehousing,management_skills,0.073999
architect,software-engineering,0.073899
cassandra,hosting,0.073820
azure,marketing,0.073765
cryptography,database,0.073629
database,xss,0.073629
distributed-computing,software_development_life_cycle,0.073462
algorithm,automation,0.073381
ajax,ssis,0.073343
apache,linq,0.073241
cloud,git,0.073203
deliver,hbase,0.073061
open-source,ruby-on-rails,0.073027
c#,dynamics-crm,0.072934
oracle,xml,0.072860
ajax,written_communication_skills,0.072734
javascript,windows,0.072698
ajax,html5,0.072685
networking,sql,0.072683
asp.net,reporting-services,0.072672
apache,design_implementation,0.072498
database,web-security,0.072308
cloud-hosting,software_development_life_cycle,0.072305
marketing,statistics,0.072212
google-analytics,marketing,0.071987
hadoop,openstack,0.071981
flurry,marketing,0.071963
architecture_experience,distributed-computing,0.071960
image-processing,windows-mobile,0.071797
agile,html,0.071703
c#,windows-mobile,0.071662
css,spring,0.071372
saas,ubuntu,0.071349
data-warehousing,open-source,0.071322
google-app-engine,management_skills,0.071254
creativity,olap,0.071235
innovative,scrum,0.071183
information_technology,life_cycle,0.071182
dynamics-crm,tfs,0.071147
flex,wcf,0.071030
hbase,ssis,0.071000
agile,python,0.070933
open-source,reporting,0.070748
javascript,migration,0.070712
creativity,leader,0.070502
architecture_experience,legacy,0.070445
c#,postgresql,0.070428
agile-project-management,driven,0.070177
driven,estimation,0.070177
driven,extreme-programming,0.070177
driven,greenhopper,0.070177
driven,sprint,0.070177
driven,tdd,0.070177
marketing,software-engineering,0.070169
open-source,saas,0.070107
executive_level,jvm,0.070074
communication_skills,driven,0.070062
asp.net,sql,0.070019
css,mobile_applications,0.069919
asp.net,life_cycle,0.069898
cloud,prototyping,0.069691
phonegap,visual-studio,0.069617
google-app-engine,open-source,0.069572
management_skills,testing,0.069571
google-app-engine,marketing,0.069547
mobile_applications,sql,0.069496
.net,actionscript,0.069434
r,ssis,0.069238
nosql,ruby-on-rails,0.069233
google-app-engine,xen,0.069187
asp.net,supply_chain,0.069027
driven,ssis,0.068914
driven,java,0.068853
web-security,windows-mobile,0.068847
testing,ubuntu,0.068758
ability_manage,sql-server,0.068719
mysql,openstack,0.068489
azure,software_development_life_cycle,0.068442
legacy,software-engineering,0.068409
deliver,pig,0.068333
deliver,piglatin,0.068333
distributed-computing,management_skills,0.068193
business_requirements,life_cycle,0.068189
apache,wcf,0.068157
distributed-computing,information_technology,0.068101
marketing,reporting-services,0.068083
cryptography,ubuntu,0.067859
ubuntu,xss,0.067859
mysql,windows,0.067850
software_development,spring,0.067833
html5,web-security,0.067801
communication_skills,open-source,0.067677
deliver,r,0.067581
migration,passionate,0.067571
driven,scrum,0.067507
experience_software_development_lifecycle,saas,0.067472
consumer_insights,saas,0.067472
hive,statistics,0.067296
ubuntu,web-security,0.067271
google-analytics,hive,0.067224
flurry,hive,0.067214
agile,ajax,0.067182
architect,database,0.067131
application_development,partner,0.067023
erp,legacy,0.066913
legacy,openerp,0.066883
development_experience,php,0.066879
css,mainframe,0.066815
testing,vmware,0.066731
management_skills,openstack,0.066610
ability_manage,java,0.066582
legacy,ofbiz,0.066521
deployment,ubuntu,0.066404
creativity,written_communication_skills,0.066345
deliver,hive,0.066330
.net,apache,0.066218
nosql,openstack,0.066094
agile,executive_level,0.066058
passionate,saas,0.066026
ajax,soa,0.065970
computer-science,unix,0.065936
executive_level,wpf,0.065929
database,innovative,0.065757
consultant,jvm,0.065621
architecture_experience,project_management_skills,0.065549
html,saas,0.065437
jvm,ssl,0.065402
distributed-computing,xen,0.065364
life_cycle,software_development,0.065330
innovative,video,0.065320
executive_level,leader,0.065254
olap,open-source,0.065060
passionate,project_management_skills,0.065048
partner,php,0.064963
mobile_applications,mongodb,0.064932
deliver,hadoop,0.064854
hive,reporting-services,0.064758
cloud-hosting,open-source,0.064738
application_development,video,0.064577
scrum,svn,0.064371
apache,css,0.064265
cloud-hosting,tfs,0.064167
mobile_applications,ssas,0.064116
hosting,marketing,0.064070
cloud-hosting,supply_chain,0.063969
software_development,xml,0.063948
innovative,partner,0.063640
.net,design_implementation,0.063474
sql,visual-studio,0.063404
information_technology,leader,0.063354
creativity,engineer,0.063264
legacy,magento,0.063230
cloud_computing,postgresql,0.063178
c#,reporting,0.063119
azure,open-source,0.063108
deliver,postgresql,0.063094
migration,video,0.063008
deliver,openstack,0.063006
jquery,xml,0.062972
deliver,mongodb,0.062908
engineer,sql,0.062869
php,xml,0.062828
prototyping,video,0.062797
css,migration,0.062706
executive_level,sql-server,0.062576
consultant,wpf,0.062508
azure,tfs,0.062456
computer-science,erp,0.062439
oracle,spring,0.062163
driven,unit-testing,0.062050
.net,executive_level,0.061952
project_management_skills,soa,0.061894
computer-science,openerp,0.061679
google-app-engine,tfs,0.061662
jquery,passionate,0.061628
automation,php,0.061582
business_requirements,development_experience,0.061580
agile,css,0.061571
agile,apache,0.061373
cloud-hosting,python,0.061121
mobile_applications,php,0.061114
computer-science,ofbiz,0.061075
hadoop,sql-server,0.061024
cloud,oracle,0.060759
engineer,management_skills,0.060647
ability_manage,innovative,0.060633
open-source,project_management_skills,0.060582
.net,algorithm,0.060538
javascript,software_development_life_cycle,0.060395
oracle,software_development,0.060309
image-processing,visual-studio,0.060254
ability_manage,leader,0.060132
azure,supply_chain,0.060065
ubuntu,wcf,0.060018
java,software_development_life_cycle,0.059979
azure,python,0.059933
azure,virtual-machine,0.059897
experience_web_technologies,government,0.059821
php,responsive-design,0.059803
php,sencha-touch,0.059803
marketing,prototyping,0.059727
hosting,software_development_life_cycle,0.059663
management_skills,web-analytics,0.059601
cloud-hosting,sql-server,0.059582
computer-science,legacy,0.059528
azure,sql-server,0.059444
distributed-computing,sql-server,0.059346
devops,innovative,0.059169
communication_skills,mainframe,0.059073
creativity,software_development,0.059037
python,web-applications,0.058941
google-app-engine,software_development_life_cycle,0.058903
jvm,ruby-on-rails,0.058902
development_experience,erp,0.058892
consumer_insights,leader,0.058781
experience_software_development_lifecycle,leader,0.058781
open-source,ssis,0.058775
experience_web_technologies,life_cycle,0.058629
development_experience,openerp,0.058386
google-app-engine,python,0.058333
consultant,development_experience,0.058245
development_experience,ofbiz,0.058182
hosting,python,0.058101
application_modernization,linux,0.058076
consultant,hosting,0.058056
cassandra,openstack,0.058012
jquery,wcf,0.057981
architecture_experience,openstack,0.057621
.net,css,0.057569
leader,oracle,0.057496
agile-project-management,testing,0.057420
estimation,testing,0.057420
extreme-programming,testing,0.057420
greenhopper,testing,0.057420
sprint,testing,0.057420
tdd,testing,0.057420
innovative,networking,0.057235
android,virtualization,0.057113
data-warehousing,software_development_life_cycle,0.057055
innovative,project_management_skills,0.057038
leader,partner,0.057023
executive_level,statistics,0.056976
c#,python,0.056934
hosting,open-source,0.056925
cloud_computing,openstack,0.056897
linux,modernization,0.056888
executive_level,google-analytics,0.056852
php,written_communication_skills,0.056839
executive_level,flurry,0.056837
linq,wpf,0.056773
business_requirements,windows,0.056625
mapreduce,sql-server,0.056620
cloud_computing,mongodb,0.056540
css,unix,0.056433
experience_web_technologies,python,0.056378
flurry,jquery,0.056174
cryptography,visual-studio,0.056172
visual-studio,xss,0.056172
visual-studio,web-security,0.055919
asp.net,google-analytics,0.055875
application_development,management_skills,0.055858
executive_level,vmware,0.055830
consultant,database,0.055785
continuous-integration,innovative,0.055775
application_development,supply_chain,0.055758
puppet,saas,0.055710
oracle,visual-studio,0.055664
jquery,sql-server,0.055642
encryption,html5,0.055506
hosting,tfs,0.055370
alfresco,osx,0.055249
osx,workflow-activity,0.055249
osx,workflow-foundation,0.055249
osx,workflow-foundation-4,0.055249
hive,ssas,0.055137
cryptography,windows-mobile,0.055128
windows-mobile,xss,0.055128
application_modernization,html,0.055111
application_modernization,computer-science,0.054928
cloud_computing,performance,0.054877
ability_manage,css,0.054863
actionscript,mercurial,0.054828
life_cycle,project_management_skills,0.054780
saas,testing,0.054775
unix,virtualization,0.054397
sharepoint,web-analytics,0.054357
php,sharepoint,0.054222
cryptography,html5,0.054214
html5,xss,0.054214
c#,cordova,0.054213
asp.net,flurry,0.054153
wcf,windows,0.054116
google-app-engine,hbase,0.054017
database,ssl,0.053999
database,supply_chain,0.053951
wcf,web-applications,0.053886
asp.net,statistics,0.053876
jquery,statistics,0.053857
git,mobile_applications,0.053843
executive_level,reporting-services,0.053822
mercurial,osx,0.053803
hosting,networking,0.053736
google-analytics,jquery,0.053548
apache,c#,0.053442
distributed-computing,marketing,0.053248
html5,image-processing,0.053208
java,jvm,0.053178
kanban,partner,0.053044
communication_skills,git,0.053005
html,wcf,0.052985
encryption,windows-mobile,0.052914
experience_web_technologies,windows,0.052864
actionscript,spring,0.052842
deliver,erp,0.052804
deliver,ofbiz,0.052544
driven,leader,0.052533
experience_software_development_lifecycle,virtualization,0.052533
consumer_insights,virtualization,0.052533
distributed-computing,sql,0.052348
computer-science,management_skills,0.052321
development_experience,magento,0.052265
python,saas,0.052213
agile,application_development,0.052174
cloud-hosting,hbase,0.052168
deliver,openerp,0.052151
hyper-v,video,0.052030
deliver,open-source,0.051646
architect,government,0.051510
government,information_technology,0.051477
hosting,supply_chain,0.051292
sharepoint,statistics,0.051257
google-analytics,sharepoint,0.051244
distributed-computing,open-source,0.051225
computer-science,modernization,0.051218
project_management_skills,security,0.051204
database,unix,0.051184
flurry,sharepoint,0.051154
flex,windows,0.051147
legacy,open-source,0.051069
cloud,saas,0.051000
communication_skills,sap,0.050862
mobile_applications,postgresql,0.050855
management_skills,spring,0.050750
.net,saas,0.050736
development_experience,information_technology,0.050728
networking,saas,0.050674
passionate,sql-server,0.050638
software-engineering,unix,0.050473
ability_manage,sql,0.050299
azure,hbase,0.050260
hosting,windows,0.050180
leader,web-applications,0.050137
javascript,sharepoint,0.050082
openstack,python,0.050075
computer-science,magento,0.050063
leader,mainframe,0.050002
architect,development_experience,0.049905
ajax,flex,0.049887
html,modernization,0.049797
html,web-security,0.049751
java,windows,0.049746
reporting-services,sharepoint,0.049609
azure,objective-c,0.049604
php,unix,0.049497
information_technology,java,0.049494
development_experience,migration,0.049455
ajax,marketing,0.049315
linux,ssl,0.049298
innovative,passionate,0.049246
deployment,hadoop,0.049224
css,linq,0.049178
.net,objective-c,0.049163
distributed-computing,tfs,0.049156
git,php,0.049077
mainframe,software-engineering,0.049003
cloud-hosting,objective-c,0.048987
deployment,innovative,0.048950
deliver,kanban,0.048945
reporting,wcf,0.048814
driven,visual-studio,0.048699
google-app-engine,supply_chain,0.048489
google-app-engine,spring,0.048477
ability_manage,html,0.048422
application_development,ssl,0.048390
hosting,sql-server,0.048325
architect,web-applications,0.048214
git,web-applications,0.048147
asp.net,web-applications,0.048109
legacy,sap,0.047963
software_development_life_cycle,sql-server,0.047802
application_modernization,css,0.047683
communication_skills,executive_level,0.047576
cassandra,visual-studio,0.047547
dynamics-crm,visual-studio,0.047485
database,xml,0.047444
deliver,testing,0.047407
partner,saas,0.047294
kanban,testing,0.047258
application_development,prototyping,0.047235
design_implementation,postgresql,0.047133
legacy,linux,0.046958
architecture_experience,mainframe,0.046793
cordova,web-security,0.046791
deployment,xen,0.046632
application_development,asp.net,0.046546
linux,mainframe,0.046468
deliver,magento,0.046316
azure,consultant,0.046302
cloud,ios,0.046273
innovative,management_skills,0.046075
hive,reporting,0.046070
video,vmware,0.046007
ability_manage,testing,0.045956
saas,software_development,0.045790
java,ubuntu,0.045787
consultant,linux,0.045775
hbase,hosting,0.045746
saas,security,0.045670
r,visual-studio,0.045644
communication_skills,svn,0.045472
sharepoint,ssas,0.045443
business_requirements,data-warehousing,0.045379
r,ruby-on-rails,0.045272
cloud-hosting,consultant,0.045230
creativity,mysql,0.044998
algorithm,image-processing,0.044896
continuous-integration,svn,0.044883
consumer_insights,written_communication_skills,0.044878
experience_software_development_lifecycle,written_communication_skills,0.044878
git,management_skills,0.044791
driven,jira,0.044777
jquery,web-security,0.044721
.net,postgresql,0.044631
cryptography,html,0.044606
html,xss,0.044606
android,mobile_applications,0.044545
experience_web_technologies,php,0.044442
passionate,unix,0.044322
testing,unit-testing,0.044316
html5,linq,0.044313
.net,jira,0.044212
leader,sql,0.044205
hyper-v,information_technology,0.044172
css,modernization,0.044170
hadoop,mobile_applications,0.044100
java,magento,0.043937
.net,architect,0.043729
marketing,php,0.043664
algorithm,wcf,0.043413
automation,ios,0.043406
business_requirements,leader,0.043397
management_skills,scrum,0.042808
marketing,ssas,0.042563
azure,kvm,0.042452
java,open-source,0.042357
communication_skills,consumer_insights,0.042355
communication_skills,experience_software_development_lifecycle,0.042355
distributed-computing,supply_chain,0.042331
computer-science,project_management_skills,0.042325
image-processing,video,0.042283
vmware,xml,0.042236
nosql,visual-studio,0.042207
olap,xml,0.042139
oracle,project_management_skills,0.041828
actionscript,alfresco,0.041796
actionscript,workflow-activity,0.041796
actionscript,workflow-foundation,0.041796
actionscript,workflow-foundation-4,0.041796
hive,olap,0.041781
driven,testing,0.041722
azure,encryption,0.041622
jquery,reporting-services,0.041359
mobile_applications,reporting,0.041332
jquery,ssis,0.041280
ruby-on-rails,software_development_life_cycle,0.041071
hbase,ruby-on-rails,0.040974
ajax,olap,0.040964
open-source,openstack,0.040932
agile-project-management,management_skills,0.040850
estimation,management_skills,0.040850
extreme-programming,management_skills,0.040850
greenhopper,management_skills,0.040850
management_skills,sprint,0.040850
management_skills,tdd,0.040850
executive_level,web-analytics,0.040842
ability_manage,saas,0.040802
android,ubuntu,0.040792
partner,statistics,0.040752
google-app-engine,html5,0.040680
google-analytics,partner,0.040610
flurry,partner,0.040600
design_implementation,mongodb,0.040570
architect,automation,0.040535
html,legacy,0.040401
php,svn,0.040398
agile,mysql,0.040358
osx,sharepoint,0.040222
application_development,wcf,0.040218
reporting,sharepoint,0.040186
jquery,ssas,0.040156
asp.net,creativity,0.040027
erp,written_communication_skills,0.039983
.net,jquery,0.039825
c#,ssas,0.039783
data-warehousing,experience_web_technologies,0.039638
actionscript,version-control,0.039622
osx,version-control,0.039572
consultant,distributed-computing,0.039543
android,ruby-on-rails,0.039524
java,objective-c,0.039436
openerp,written_communication_skills,0.039293
deliver,leader,0.039222
spring,sql,0.039102
ofbiz,written_communication_skills,0.039088
cassandra,mobile_applications,0.038958
deliver,jquery,0.038941
css,legacy,0.038907
architect,consumer_insights,0.038850
architect,experience_software_development_lifecycle,0.038850
passionate,spring,0.038788
database,visual-studio,0.038690
ajax,windows-mobile,0.038675
air,php,0.038662
devops,saas,0.038309
life_cycle,linux,0.038229
deployment,virtual-machine,0.038146
ios,mongodb,0.038089
openstack,tfs,0.038075
jquery,reporting,0.037820
sql,video,0.037782
executive_level,ssas,0.037762
erp,saas,0.037543
encryption,html,0.037523
olap,sharepoint,0.037499
openerp,project_management_skills,0.037462
erp,project_management_skills,0.037384
sharepoint,ssis,0.037286
mobile_applications,nosql,0.037183
php,video,0.037114
migration,olap,0.037078
ofbiz,saas,0.037071
c#,phonegap,0.037071
openerp,saas,0.037024
information_technology,python,0.036878
ofbiz,project_management_skills,0.036720
hosting,objective-c,0.036668
sql,wcf,0.036527
cloud,scrum,0.036386
ajax,responsive-design,0.036301
ajax,sencha-touch,0.036301
partner,reporting-services,0.036296
windows,windows-mobile,0.036219
hive,ssis,0.036151
automation,web-applications,0.036075
android,soa,0.036063
business_requirements,government,0.036027
mongodb,objective-c,0.035926
marketing,openstack,0.035837
erp,life_cycle,0.035770
oracle,partner,0.035722
continuous-integration,saas,0.035716
google-app-engine,ruby,0.035523
sharepoint,sql-server,0.035484
ios,saas,0.035361
sharepoint,web-applications,0.035293
application_modernization,design_implementation,0.035191
networking,performance,0.035150
life_cycle,openerp,0.035132
openstack,software_development_life_cycle,0.034933
deployment,kvm,0.034827
google-app-engine,sql,0.034792
software-engineering,video,0.034764
life_cycle,ofbiz,0.034760
consultant,google-app-engine,0.034715
hbase,mobile_applications,0.034397
engineer,web-applications,0.034357
git,osx,0.034355
marketing,saas,0.034179
information_technology,innovative,0.034119
apache,javascript,0.034079
networking,visual-studio,0.034067
hosting,ruby,0.033998
design_implementation,modernization,0.033855
ruby-on-rails,ubuntu,0.033794
data-warehousing,distributed-computing,0.033706
management_skills,unit-testing,0.033694
executive_level,windows,0.033599
azure,ruby,0.033572
openstack,ruby,0.033556
driven,written_communication_skills,0.033462
cordova,cryptography,0.033335
cordova,xss,0.033335
.net,linux,0.033327
cloud-hosting,ruby,0.033310
asp.net,virtualization,0.033274
cloud-hosting,virtual-machine,0.032963
svn,wcf,0.032955
marketing,olap,0.032925
.net,reporting,0.032808
ability_manage,php,0.032743
leader,soa,0.032568
hadoop,puppet,0.032556
actionscript,windows,0.032555
deployment,visual-studio,0.032410
hbase,openstack,0.032352
.net,html5,0.032328
mysql,xml,0.032236
java,marketing,0.032170
consultant,erp,0.032134
design_implementation,scrum,0.032040
consultant,openerp,0.032025
asp.net,mongodb,0.031921
magento,saas,0.031915
encryption,ruby,0.031847
ability_manage,life_cycle,0.031837
azure,html5,0.031796
consultant,ofbiz,0.031792
distributed-computing,mobile_applications,0.031760
algorithm,google-analytics,0.031580
algorithm,statistics,0.031578
data-warehousing,java,0.031556
driven,innovative,0.031515
development_experience,open-source,0.031511
magento,written_communication_skills,0.031401
algorithm,flurry,0.031358
consultant,css,0.031311
cryptography,jquery,0.031307
jquery,xss,0.031307
mercurial,php,0.031233
linux,prototyping,0.031221
cloud-hosting,encryption,0.031156
reporting-services,web-applications,0.031068
cordova,encryption,0.030957
google-app-engine,mobile_applications,0.030910
government,performance,0.030863
database,software_development_life_cycle,0.030624
mobile_applications,olap,0.030553
executive_level,oracle,0.030450
devops,hadoop,0.030300
magento,project_management_skills,0.030146
architecture_experience,puppet,0.030145
encryption,jquery,0.030099
design_implementation,oracle,0.030042
hadoop,web-analytics,0.029988
cryptography,ruby,0.029928
ruby,xss,0.029928
actionscript,sharepoint,0.029918
leader,software_development_life_cycle,0.029899
mainframe,vmware,0.029630
erp,experience_web_technologies,0.029619
ruby,web-security,0.029505
sql,unix,0.029483
mobile_applications,r,0.029476
continuous-integration,hadoop,0.029408
devops,svn,0.029264
video,windows,0.029251
agile,version-control,0.029202
innovative,sql,0.029189
experience_web_technologies,openerp,0.029117
data-warehousing,python,0.029077
ruby,svn,0.029028
responsive-design,windows,0.029002
sencha-touch,windows,0.029002
design_implementation,jquery,0.028987
google-analytics,web-applications,0.028966
android,asp.net,0.028925
experience_web_technologies,ofbiz,0.028922
distributed-computing,objective-c,0.028880
openstack,sql-server,0.028850
olap,windows,0.028728
google-app-engine,r,0.028723
data-warehousing,sharepoint,0.028722
executive_level,ruby-on-rails,0.028719
driven,html,0.028634
saas,wcf,0.028569
statistics,web-applications,0.028472
agile,git,0.028392
jquery,windows,0.028322
flurry,web-applications,0.028320
life_cycle,software_development_life_cycle,0.028276
google-app-engine,reporting-services,0.028159
erp,security,0.028089
mongodb,phonegap,0.028088
prototyping,security,0.028062
application_development,government,0.027960
hive,mobile_applications,0.027866
cloud_computing,consultant,0.027829
google-analytics,google-app-engine,0.027800
computer-science,scrum,0.027776
cloud-hosting,mobile_applications,0.027587
google-app-engine,statistics,0.027579
html,ssis,0.027563
flurry,google-app-engine,0.027526
openerp,security,0.027443
leader,passionate,0.027364
information_technology,visual-studio,0.027283
database,virtualization,0.027249
ajax,cordova,0.027187
c#,sencha-touch,0.027158
c#,responsive-design,0.027158
jira,wcf,0.027150
ofbiz,security,0.027124
business_requirements,python,0.027094
php,saas,0.026993
government,software_development_life_cycle,0.026959
openstack,supply_chain,0.026955
open-source,sugarcrm,0.026928
open-source,vtiger,0.026928
open-source,workflow,0.026928
consultant,magento,0.026900
asp.net,web-analytics,0.026722
government,soa,0.026707
innovative,oracle,0.026612
google-app-engine,virtual-machine,0.026568
cloud-hosting,r,0.026566
experience_web_technologies,git,0.026497
mapreduce,mobile_applications,0.026442
algorithm,reporting-services,0.026405
html,vmware,0.026287
html,hyper-v,0.026273
hadoop,ruby,0.026266
life_cycle,magento,0.026236
executive_level,saas,0.026023
