Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
2406,9/15/2016 12:00:00 AM,Queens,30,34,4,15
2407,9/16/2016 12:00:00 AM,Queens,25,38,9,29
2408,9/17/2016 12:00:00 AM,Queens,8,34,10,19
2409,9/18/2016 12:00:00 AM,Queens,1,31,12,34
2410,9/19/2016 12:00:00 AM,Queens,52,25,11,28
2411,9/20/2016 12:00:00 AM,Queens,6,34,12,32
2412,9/21/2016 12:00:00 AM,Queens,13,46,13,35
2413,9/22/2016 12:00:00 AM,Queens,26,54,12,31
2414,9/23/2016 12:00:00 AM,Queens,43,93,21,49
2415,9/24/2016 12:00:00 AM,Queens,50,31,6,15
2416,9/25/2016 12:00:00 AM,Queens,19,33,5,18
2417,9/26/2016 12:00:00 AM,Queens,26,44,10,21
2418,9/27/2016 12:00:00 AM,Queens,29,39,11,31
2419,9/28/2016 12:00:00 AM,Queens,28,30,13,34
2420,9/29/2016 12:00:00 AM,Queens,8,29,11,22
2421,9/30/2016 12:00:00 AM,Queens,25,23,8,22
2422,10/1/2016 12:00:00 AM,Queens,22,22,3,13
2423,10/2/2016 12:00:00 AM,Queens,46,17,7,27
2424,10/3/2016 12:00:00 AM,Queens,2,29,16,52
2425,10/4/2016 12:00:00 AM,Queens,4,28,10,30
2426,10/5/2016 12:00:00 AM,Queens,31,31,12,27
2427,10/6/2016 12:00:00 AM,Queens,48,41,21,41
2428,10/7/2016 12:00:00 AM,Queens,40,48,23,47
2429,10/8/2016 12:00:00 AM,Queens,4,26,12,36
2430,10/9/2016 12:00:00 AM,Queens,10,21,6,16
2431,10/10/2016 12:00:00 AM,Queens,50,31,5,19
2432,10/11/2016 12:00:00 AM,Queens,1,27,9,25
2433,10/12/2016 12:00:00 AM,Queens,54,32,12,35
2434,10/13/2016 12:00:00 AM,Queens,21,23,16,38
2435,10/14/2016 12:00:00 AM,Queens,23,28,7,21
2436,10/15/2016 12:00:00 AM,Queens,18,39,8,22
2437,10/16/2016 12:00:00 AM,Queens,58,40,13,33
2438,10/17/2016 12:00:00 AM,Queens,8,45,22,58
2439,10/18/2016 12:00:00 AM,Queens,18,43,30,63
2440,10/19/2016 12:00:00 AM,Queens,58,40,15,39
2441,10/20/2016 12:00:00 AM,Queens,40,33,26,63
2442,10/21/2016 12:00:00 AM,Queens,12,23,NA,37
2443,10/22/2016 12:00:00 AM,Queens,10,23,3,15
2444,10/23/2016 12:00:00 AM,Queens,12,31,6,24
2445,10/24/2016 12:00:00 AM,Queens,42,32,9,32
2446,10/25/2016 12:00:00 AM,Queens,28,25,6,32
2447,10/26/2016 12:00:00 AM,Queens,1,27,9,19
2448,10/27/2016 12:00:00 AM,Queens,28,33,7,27
2449,10/28/2016 12:00:00 AM,Queens,6,24,5,20
2450,10/29/2016 12:00:00 AM,Queens,54,32,13,36
2451,10/30/2016 12:00:00 AM,Queens,31,39,17,56
2452,10/31/2016 12:00:00 AM,Queens,9,26,5,20
2453,11/1/2016 12:00:00 AM,Queens,45,31,12,39
2454,11/2/2016 12:00:00 AM,Queens,8,21,23,52
2455,11/3/2016 12:00:00 AM,Queens,58,30,28,60
2456,11/4/2016 12:00:00 AM,Queens,3,31,6,24
2457,11/5/2016 12:00:00 AM,Queens,25,29,9,34
2458,11/6/2016 12:00:00 AM,Queens,31,28,6,26
2459,11/7/2016 12:00:00 AM,Queens,52,23,7,29
2460,11/8/2016 12:00:00 AM,Queens,47,24,19,47
2461,11/9/2016 12:00:00 AM,Queens,19,19,16,56
2462,11/10/2016 12:00:00 AM,Queens,19,26,6,24
2463,11/11/2016 12:00:00 AM,Queens,23,31,9,31
2464,11/12/2016 12:00:00 AM,Queens,25,32,6,25
2465,11/13/2016 12:00:00 AM,Queens,23,36,9,45
2466,11/14/2016 12:00:00 AM,Queens,1,26,20,53
2467,11/15/2016 12:00:00 AM,Queens,1,26,10,41
2468,11/16/2016 12:00:00 AM,Queens,21,33,17,53
2469,11/17/2016 12:00:00 AM,Queens,2,31,15,54
2470,11/18/2016 12:00:00 AM,Queens,14,22,14,62
2471,11/19/2016 12:00:00 AM,Queens,6,29,15,45
2472,11/20/2016 12:00:00 AM,Queens,9,39,NA,18
2473,11/21/2016 12:00:00 AM,Queens,26,35,2,23
2474,11/22/2016 12:00:00 AM,Queens,28,31,3,33
2475,11/23/2016 12:00:00 AM,Queens,3,31,6,33
2476,11/24/2016 12:00:00 AM,Queens,15,20,9,40
2477,11/25/2016 12:00:00 AM,Queens,8,7,27,70
2478,11/26/2016 12:00:00 AM,Queens,7,19,10,42
2479,11/27/2016 12:00:00 AM,Queens,12,35,4,29
2480,11/28/2016 12:00:00 AM,Queens,6,31,14,45
2481,11/29/2016 12:00:00 AM,Queens,21,33,12,37
2482,11/30/2016 12:00:00 AM,Queens,3,24,15,49
2483,12/1/2016 12:00:00 AM,Queens,3,24,6,27
2484,12/2/2016 12:00:00 AM,Queens,4,23,5,35
2485,12/3/2016 12:00:00 AM,Queens,11,42,4,31
2486,12/4/2016 12:00:00 AM,Queens,20,39,4,36
2487,12/5/2016 12:00:00 AM,Queens,27,19,8,41
2488,12/6/2016 12:00:00 AM,Queens,25,25,9,44
2489,12/7/2016 12:00:00 AM,Queens,8,15,9,59
2490,12/8/2016 12:00:00 AM,Queens,6,26,13,58
2491,12/9/2016 12:00:00 AM,Queens,23,31,7,35
2492,12/10/2016 12:00:00 AM,Queens,15,29,7,42
2493,12/11/2016 12:00:00 AM,Queens,1,19,12,38
2494,12/12/2016 12:00:00 AM,Queens,6,17,13,52
2495,12/13/2016 12:00:00 AM,Queens,17,17,16,54
2496,12/14/2016 12:00:00 AM,Queens,1,26,17,51
2497,12/15/2016 12:00:00 AM,Queens,15,31,9,45
2498,12/16/2016 12:00:00 AM,Queens,22,24,14,49
2499,12/17/2016 12:00:00 AM,Queens,7,9,13,49
2500,12/18/2016 12:00:00 AM,Queens,1,30,11,57
2501,12/19/2016 12:00:00 AM,Queens,18,33,5,38
2502,12/20/2016 12:00:00 AM,Queens,2,20,17,43
2503,12/21/2016 12:00:00 AM,Queens,10,13,24,62
2504,12/22/2016 12:00:00 AM,Queens,27,23,21,57
2505,12/23/2016 12:00:00 AM,Queens,9,29,13,50
2506,12/24/2016 12:00:00 AM,Queens,22,25,14,53
2507,12/25/2016 12:00:00 AM,Queens,21,31,6,49
2508,12/26/2016 12:00:00 AM,Queens,2,27,9,41
2509,12/27/2016 12:00:00 AM,Queens,12,27,NA,44
2510,12/28/2016 12:00:00 AM,Queens,9,25,NA,42
2511,12/29/2016 12:00:00 AM,Queens,4,22,11,44
2512,12/30/2016 12:00:00 AM,Queens,13,25,6,45
2513,12/31/2016 12:00:00 AM,Queens,24,29,9,42
2514,1/1/2017 12:00:00 AM,Queens,26,31,10,59
2515,1/2/2017 12:00:00 AM,Queens,7,27,11,57
2516,1/3/2017 12:00:00 AM,Queens,25,28,4,43
2517,1/4/2017 12:00:00 AM,Queens,31,30,9,46
2518,1/5/2017 12:00:00 AM,Queens,15,29,10,49
2519,1/6/2017 12:00:00 AM,Queens,17,29,13,52
2520,1/7/2017 12:00:00 AM,Queens,0,27,10,53
2521,1/8/2017 12:00:00 AM,Queens,14,31,9,54
2522,1/9/2017 12:00:00 AM,Queens,23,19,14,50
2523,1/10/2017 12:00:00 AM,Queens,29,26,19,53
2524,1/11/2017 12:00:00 AM,Queens,4,20,17,52
2525,1/12/2017 12:00:00 AM,Queens,16,24,15,56
2526,1/13/2017 12:00:00 AM,Queens,27,35,9,44
2527,1/14/2017 12:00:00 AM,Queens,13,29,9,44
2528,1/15/2017 12:00:00 AM,Queens,3,30,16,52
2529,1/16/2017 12:00:00 AM,Queens,3,19,28,59
2530,1/17/2017 12:00:00 AM,Queens,5,24,33,74
2531,1/18/2017 12:00:00 AM,Queens,19,26,6,53
2532,1/19/2017 12:00:00 AM,Queens,29,21,8,50
2533,1/20/2017 12:00:00 AM,Queens,26,20,12,56
2534,1/21/2017 12:00:00 AM,Queens,2,8,22,63
2535,1/22/2017 12:00:00 AM,Queens,23,23,20,62
2536,1/23/2017 12:00:00 AM,Queens,17,33,6,38
2537,1/24/2017 12:00:00 AM,Queens,5,31,2,31
2538,1/25/2017 12:00:00 AM,Queens,4,29,9,39
2539,1/26/2017 12:00:00 AM,Queens,5,21,12,59
2540,1/27/2017 12:00:00 AM,Queens,27,23,5,39
2541,1/28/2017 12:00:00 AM,Queens,10,25,5,37
2542,1/29/2017 12:00:00 AM,Queens,2,32,9,49
2543,1/30/2017 12:00:00 AM,Queens,9,34,7,35
2544,1/31/2017 12:00:00 AM,Queens,11,27,11,62
2545,2/1/2017 12:00:00 AM,Queens,10,31,14,41
2546,2/2/2017 12:00:00 AM,Queens,11,33,10,37
2547,2/3/2017 12:00:00 AM,Queens,4,34,12,44
2548,2/4/2017 12:00:00 AM,Queens,8,36,10,43
2549,2/5/2017 12:00:00 AM,Queens,12,31,18,52
2550,2/6/2017 12:00:00 AM,Queens,27,35,19,55
2551,2/7/2017 12:00:00 AM,Queens,10,23,24,68
2552,2/8/2017 12:00:00 AM,Queens,9,28,21,58
2553,2/9/2017 12:00:00 AM,Queens,10,35,5,34
2554,2/10/2017 12:00:00 AM,Queens,7,35,10,38
2555,2/11/2017 12:00:00 AM,Queens,10,19,28,62
2556,2/13/2016 12:00:00 AM,The Allen Hospital,19,34,13,54
2557,2/14/2016 12:00:00 AM,The Allen Hospital,18,26,6,41
2558,2/15/2016 12:00:00 AM,The Allen Hospital,1,19,16,62
2559,2/16/2016 12:00:00 AM,The Allen Hospital,10,35,15,52
2560,2/17/2016 12:00:00 AM,The Allen Hospital,28,26,9,45
2561,2/18/2016 12:00:00 AM,The Allen Hospital,28,35,10,31
2562,2/19/2016 12:00:00 AM,The Allen Hospital,31,28,13,43
2563,2/20/2016 12:00:00 AM,The Allen Hospital,1,35,13,59
2564,2/21/2016 12:00:00 AM,The Allen Hospital,12,33,8,52
2565,2/22/2016 12:00:00 AM,The Allen Hospital,13,32,6,30
2566,2/23/2016 12:00:00 AM,The Allen Hospital,3,33,5,55
2567,2/24/2016 12:00:00 AM,The Allen Hospital,3,30,5,33
2568,2/25/2016 12:00:00 AM,The Allen Hospital,13,31,NA,42
2569,2/26/2016 12:00:00 AM,The Allen Hospital,25,35,3,32
2570,2/27/2016 12:00:00 AM,The Allen Hospital,25,35,6,51
2571,2/28/2016 12:00:00 AM,The Allen Hospital,22,37,14,59
2572,2/29/2016 12:00:00 AM,The Allen Hospital,20,33,15,50
2573,3/1/2016 12:00:00 AM,The Allen Hospital,23,40,12,41
2574,3/2/2016 12:00:00 AM,The Allen Hospital,23,34,10,54
2575,3/3/2016 12:00:00 AM,The Allen Hospital,24,33,6,34
2576,3/4/2016 12:00:00 AM,The Allen Hospital,1,32,13,43
2577,3/5/2016 12:00:00 AM,The Allen Hospital,2,35,8,36
2578,3/6/2016 12:00:00 AM,The Allen Hospital,14,38,10,47
2579,3/7/2016 12:00:00 AM,The Allen Hospital,15,31,29,65
2580,3/8/2016 12:00:00 AM,The Allen Hospital,19,35,38,76
2581,3/9/2016 12:00:00 AM,The Allen Hospital,8,31,51,82
2582,3/10/2016 12:00:00 AM,The Allen Hospital,6,44,28,68
2583,3/11/2016 12:00:00 AM,The Allen Hospital,11,31,7,20
2584,3/12/2016 12:00:00 AM,The Allen Hospital,15,26,9,26
2585,3/13/2016 12:00:00 AM,The Allen Hospital,1,39,12,35
2586,3/14/2016 12:00:00 AM,The Allen Hospital,14,35,10,23
2587,3/15/2016 12:00:00 AM,The Allen Hospital,23,33,6,42
2588,3/16/2016 12:00:00 AM,The Allen Hospital,4,29,21,44
2589,3/17/2016 12:00:00 AM,The Allen Hospital,31,39,12,29
2590,3/18/2016 12:00:00 AM,The Allen Hospital,12,37,6,38
2591,3/19/2016 12:00:00 AM,The Allen Hospital,28,37,3,23
2592,3/20/2016 12:00:00 AM,The Allen Hospital,26,40,7,23
2593,3/21/2016 12:00:00 AM,The Allen Hospital,20,40,8,27
2594,3/22/2016 12:00:00 AM,The Allen Hospital,4,42,13,31
2595,3/23/2016 12:00:00 AM,The Allen Hospital,11,58,20,55
2596,3/24/2016 12:00:00 AM,The Allen Hospital,25,42,19,53
2597,3/25/2016 12:00:00 AM,The Allen Hospital,8,42,25,55
2598,3/26/2016 12:00:00 AM,The Allen Hospital,6,35,6,21
2599,3/27/2016 12:00:00 AM,The Allen Hospital,16,39,9,22
2600,3/28/2016 12:00:00 AM,The Allen Hospital,17,40,4,21
2601,3/29/2016 12:00:00 AM,The Allen Hospital,15,44,2,24
2602,3/30/2016 12:00:00 AM,The Allen Hospital,6,44,13,33
2603,3/31/2016 12:00:00 AM,The Allen Hospital,4,49,26,49
2604,4/1/2016 12:00:00 AM,The Allen Hospital,8,45,14,48
2605,4/2/2016 12:00:00 AM,The Allen Hospital,4,37,8,23
2606,4/3/2016 12:00:00 AM,The Allen Hospital,2,40,3,25
2607,4/4/2016 12:00:00 AM,The Allen Hospital,16,31,8,46
2608,4/5/2016 12:00:00 AM,The Allen Hospital,16,40,9,32
2609,4/6/2016 12:00:00 AM,The Allen Hospital,24,46,13,24
2610,4/7/2016 12:00:00 AM,The Allen Hospital,5,43,12,25
2611,4/8/2016 12:00:00 AM,The Allen Hospital,12,38,5,37
2612,4/9/2016 12:00:00 AM,The Allen Hospital,4,36,8,41
2613,4/10/2016 12:00:00 AM,The Allen Hospital,12,40,9,27
2614,4/11/2016 12:00:00 AM,The Allen Hospital,6,44,22,44
2615,4/12/2016 12:00:00 AM,The Allen Hospital,14,36,13,37
2616,4/13/2016 12:00:00 AM,The Allen Hospital,11,39,7,25
2617,4/14/2016 12:00:00 AM,The Allen Hospital,9,39,8,30
2618,4/15/2016 12:00:00 AM,The Allen Hospital,7,42,8,32
2619,4/16/2016 12:00:00 AM,The Allen Hospital,8,46,6,27
2620,4/17/2016 12:00:00 AM,The Allen Hospital,19,50,12,38
2621,4/18/2016 12:00:00 AM,The Allen Hospital,1,74,21,42
2622,4/19/2016 12:00:00 AM,The Allen Hospital,0,51,17,30
2623,4/20/2016 12:00:00 AM,The Allen Hospital,18,49,9,17
2624,4/21/2016 12:00:00 AM,The Allen Hospital,0,71,22,52
2625,4/22/2016 12:00:00 AM,The Allen Hospital,22,74,36,86
2626,4/23/2016 12:00:00 AM,The Allen Hospital,7,39,11,31
2627,4/24/2016 12:00:00 AM,The Allen Hospital,18,47,6,21
2628,4/25/2016 12:00:00 AM,The Allen Hospital,24,47,17,44
2629,4/26/2016 12:00:00 AM,The Allen Hospital,29,33,19,44
2630,4/27/2016 12:00:00 AM,The Allen Hospital,4,35,11,19
2631,4/28/2016 12:00:00 AM,The Allen Hospital,0,45,11,22
2632,4/29/2016 12:00:00 AM,The Allen Hospital,23,43,13,23
2633,4/30/2016 12:00:00 AM,The Allen Hospital,7,48,10,22
2634,5/1/2016 12:00:00 AM,The Allen Hospital,13,38,5,14
2635,5/2/2016 12:00:00 AM,The Allen Hospital,15,31,19,47
2636,5/3/2016 12:00:00 AM,The Allen Hospital,9,29,7,19
2637,5/4/2016 12:00:00 AM,The Allen Hospital,8,28,5,14
2638,5/5/2016 12:00:00 AM,The Allen Hospital,22,29,4,21
2639,5/6/2016 12:00:00 AM,The Allen Hospital,4,28,6,17
2640,5/7/2016 12:00:00 AM,The Allen Hospital,8,25,7,19
2641,5/8/2016 12:00:00 AM,The Allen Hospital,5,37,8,21
2642,5/9/2016 12:00:00 AM,The Allen Hospital,23,47,14,40
2643,5/10/2016 12:00:00 AM,The Allen Hospital,4,35,10,21
2644,5/11/2016 12:00:00 AM,The Allen Hospital,20,44,18,48
2645,5/12/2016 12:00:00 AM,The Allen Hospital,2,97,26,54
2646,5/13/2016 12:00:00 AM,The Allen Hospital,20,34,24,69
2647,5/14/2016 12:00:00 AM,The Allen Hospital,25,49,11,61
2648,5/15/2016 12:00:00 AM,The Allen Hospital,20,30,3,27
2649,5/16/2016 12:00:00 AM,The Allen Hospital,4,41,8,47
2650,5/17/2016 12:00:00 AM,The Allen Hospital,22,38,14,64
2651,5/18/2016 12:00:00 AM,The Allen Hospital,16,42,10,59
2652,5/19/2016 12:00:00 AM,The Allen Hospital,34,45,16,65
2653,5/20/2016 12:00:00 AM,The Allen Hospital,33,48,12,28
2654,5/21/2016 12:00:00 AM,The Allen Hospital,2,44,16,34
2655,5/22/2016 12:00:00 AM,The Allen Hospital,43,48,9,22
2656,5/23/2016 12:00:00 AM,The Allen Hospital,2,58,15,31
2657,5/24/2016 12:00:00 AM,The Allen Hospital,20,38,12,39
2658,5/25/2016 12:00:00 AM,The Allen Hospital,1,151,24,66
2659,5/26/2016 12:00:00 AM,The Allen Hospital,6,133,28,67
2660,5/27/2016 12:00:00 AM,The Allen Hospital,16,101,39,74
2661,5/28/2016 12:00:00 AM,The Allen Hospital,4,112,26,58
2662,5/29/2016 12:00:00 AM,The Allen Hospital,28,74,13,34
2663,5/30/2016 12:00:00 AM,The Allen Hospital,0,37,NA,19
2664,5/31/2016 12:00:00 AM,The Allen Hospital,20,64,NA,34
2665,6/1/2016 12:00:00 AM,The Allen Hospital,39,54,15,41
2666,6/2/2016 12:00:00 AM,The Allen Hospital,9,44,13,33
2667,6/3/2016 12:00:00 AM,The Allen Hospital,5,24,14,37
2668,6/4/2016 12:00:00 AM,The Allen Hospital,14,71,18,50
2669,6/5/2016 12:00:00 AM,The Allen Hospital,3,35,3,18
2670,6/6/2016 12:00:00 AM,The Allen Hospital,18,71,8,26
2671,6/7/2016 12:00:00 AM,The Allen Hospital,22,71,11,37
2672,6/8/2016 12:00:00 AM,The Allen Hospital,23,28,5,17
2673,6/9/2016 12:00:00 AM,The Allen Hospital,12,42,8,12
2674,6/10/2016 12:00:00 AM,The Allen Hospital,20,42,7,16
2675,6/11/2016 12:00:00 AM,The Allen Hospital,12,101,20,55
2676,6/12/2016 12:00:00 AM,The Allen Hospital,1,46,15,34
2677,6/13/2016 12:00:00 AM,The Allen Hospital,20,29,3,27
2678,6/14/2016 12:00:00 AM,The Allen Hospital,13,40,6,23
2679,6/15/2016 12:00:00 AM,The Allen Hospital,11,87,12,38
2680,6/16/2016 12:00:00 AM,The Allen Hospital,38,44,21,54
2681,6/17/2016 12:00:00 AM,The Allen Hospital,7,50,16,36
2682,6/18/2016 12:00:00 AM,The Allen Hospital,49,84,11,32
2683,6/19/2016 12:00:00 AM,The Allen Hospital,26,84,16,35
2684,6/20/2016 12:00:00 AM,The Allen Hospital,41,71,18,39
2685,6/21/2016 12:00:00 AM,The Allen Hospital,2,90,15,42
2686,6/22/2016 12:00:00 AM,The Allen Hospital,13,54,15,45
2687,6/23/2016 12:00:00 AM,The Allen Hospital,42,64,25,57
2688,6/24/2016 12:00:00 AM,The Allen Hospital,32,87,20,55
2689,6/25/2016 12:00:00 AM,The Allen Hospital,36,77,14,37
2690,6/26/2016 12:00:00 AM,The Allen Hospital,31,115,15,45
2691,6/27/2016 12:00:00 AM,The Allen Hospital,41,49,18,47
2692,6/28/2016 12:00:00 AM,The Allen Hospital,22,36,11,41
2693,6/29/2016 12:00:00 AM,The Allen Hospital,11,54,10,30
2694,6/30/2016 12:00:00 AM,The Allen Hospital,0,58,12,27
2695,7/1/2016 12:00:00 AM,The Allen Hospital,8,44,15,33
2696,7/2/2016 12:00:00 AM,The Allen Hospital,7,32,9,20
2697,7/3/2016 12:00:00 AM,The Allen Hospital,44,44,11,29
2698,7/4/2016 12:00:00 AM,The Allen Hospital,5,64,18,50
2699,7/5/2016 12:00:00 AM,The Allen Hospital,35,44,NA,22
2700,7/6/2016 12:00:00 AM,The Allen Hospital,9,115,16,52
2701,7/7/2016 12:00:00 AM,The Allen Hospital,29,80,23,57
2702,7/8/2016 12:00:00 AM,The Allen Hospital,13,50,17,46
2703,7/9/2016 12:00:00 AM,The Allen Hospital,4,23,10,17
2704,7/10/2016 12:00:00 AM,The Allen Hospital,14,34,4,12
2705,7/11/2016 12:00:00 AM,The Allen Hospital,4,42,6,12
2706,7/12/2016 12:00:00 AM,The Allen Hospital,19,67,11,28
2707,7/13/2016 12:00:00 AM,The Allen Hospital,2,44,14,27
2708,7/14/2016 12:00:00 AM,The Allen Hospital,18,49,19,65
2709,7/15/2016 12:00:00 AM,The Allen Hospital,17,115,19,53
2710,7/16/2016 12:00:00 AM,The Allen Hospital,21,90,14,38
2711,7/17/2016 12:00:00 AM,The Allen Hospital,21,101,12,44
2712,7/18/2016 12:00:00 AM,The Allen Hospital,4,90,16,47
2713,7/19/2016 12:00:00 AM,The Allen Hospital,0,36,10,23
2714,7/20/2016 12:00:00 AM,The Allen Hospital,11,44,11,24
2715,7/21/2016 12:00:00 AM,The Allen Hospital,34,122,20,40
2716,7/22/2016 12:00:00 AM,The Allen Hospital,23,140,23,77
2717,7/23/2016 12:00:00 AM,The Allen Hospital,11,51,14,60
2718,7/24/2016 12:00:00 AM,The Allen Hospital,1,64,13,58
2719,7/25/2016 12:00:00 AM,The Allen Hospital,35,100,20,62
2720,7/26/2016 12:00:00 AM,The Allen Hospital,11,44,11,27
2721,7/27/2016 12:00:00 AM,The Allen Hospital,0,74,13,32
2722,7/28/2016 12:00:00 AM,The Allen Hospital,14,101,23,61
2723,7/29/2016 12:00:00 AM,The Allen Hospital,37,108,15,52
2724,7/30/2016 12:00:00 AM,The Allen Hospital,37,80,19,61
2725,7/31/2016 12:00:00 AM,The Allen Hospital,25,38,12,56
2726,8/1/2016 12:00:00 AM,The Allen Hospital,24,38,10,43
2727,8/2/2016 12:00:00 AM,The Allen Hospital,12,27,9,41
2728,8/3/2016 12:00:00 AM,The Allen Hospital,10,38,10,39
2729,8/4/2016 12:00:00 AM,The Allen Hospital,27,44,13,32
2730,8/5/2016 12:00:00 AM,The Allen Hospital,0,61,16,30
2731,8/6/2016 12:00:00 AM,The Allen Hospital,4,47,12,34
2732,8/7/2016 12:00:00 AM,The Allen Hospital,12,37,7,19
2733,8/8/2016 12:00:00 AM,The Allen Hospital,2,49,10,35
2734,8/9/2016 12:00:00 AM,The Allen Hospital,16,90,15,39
2735,8/10/2016 12:00:00 AM,The Allen Hospital,8,36,16,35
2736,8/11/2016 12:00:00 AM,The Allen Hospital,10,84,19,45
2737,8/12/2016 12:00:00 AM,The Allen Hospital,3,71,13,38
2738,8/13/2016 12:00:00 AM,The Allen Hospital,50,87,18,51
2739,8/14/2016 12:00:00 AM,The Allen Hospital,21,49,8,31
2740,8/15/2016 12:00:00 AM,The Allen Hospital,2,64,10,32
2741,8/16/2016 12:00:00 AM,The Allen Hospital,1,47,17,42
2742,8/17/2016 12:00:00 AM,The Allen Hospital,22,38,7,13
2743,8/18/2016 12:00:00 AM,The Allen Hospital,58,54,12,36
2744,8/19/2016 12:00:00 AM,The Allen Hospital,17,74,15,39
2745,8/20/2016 12:00:00 AM,The Allen Hospital,15,51,15,37
2746,8/21/2016 12:00:00 AM,The Allen Hospital,14,44,10,22
2747,8/22/2016 12:00:00 AM,The Allen Hospital,49,31,6,12
2748,8/23/2016 12:00:00 AM,The Allen Hospital,26,61,10,22
2749,8/24/2016 12:00:00 AM,The Allen Hospital,6,100,17,41
2750,8/25/2016 12:00:00 AM,The Allen Hospital,29,61,20,43
2751,8/26/2016 12:00:00 AM,The Allen Hospital,11,44,16,42
2752,8/27/2016 12:00:00 AM,The Allen Hospital,13,44,12,29
2753,8/28/2016 12:00:00 AM,The Allen Hospital,35,51,11,28
2754,8/29/2016 12:00:00 AM,The Allen Hospital,10,46,11,23
2755,8/30/2016 12:00:00 AM,The Allen Hospital,64,54,10,27
2756,8/31/2016 12:00:00 AM,The Allen Hospital,44,77,18,44
2757,9/1/2016 12:00:00 AM,The Allen Hospital,18,39,15,53
2758,9/2/2016 12:00:00 AM,The Allen Hospital,2,30,6,19
2759,9/3/2016 12:00:00 AM,The Allen Hospital,13,31,9,27
2760,9/4/2016 12:00:00 AM,The Allen Hospital,48,34,7,19
2761,9/5/2016 12:00:00 AM,The Allen Hospital,53,33,7,18
2762,9/6/2016 12:00:00 AM,The Allen Hospital,2,31,7,37
2763,9/7/2016 12:00:00 AM,The Allen Hospital,43,39,9,26
2764,9/8/2016 12:00:00 AM,The Allen Hospital,57,97,23,56
2765,9/9/2016 12:00:00 AM,The Allen Hospital,4,64,14,52
2766,9/10/2016 12:00:00 AM,The Allen Hospital,30,67,20,62
2767,9/11/2016 12:00:00 AM,The Allen Hospital,3,35,10,28
2768,9/12/2016 12:00:00 AM,The Allen Hospital,12,37,7,18
2769,9/13/2016 12:00:00 AM,The Allen Hospital,5,44,15,24
2770,9/14/2016 12:00:00 AM,The Allen Hospital,37,87,16,39
2771,9/15/2016 12:00:00 AM,The Allen Hospital,15,34,4,15
2772,9/16/2016 12:00:00 AM,The Allen Hospital,45,38,9,29
2773,9/17/2016 12:00:00 AM,The Allen Hospital,25,34,10,19
2774,9/18/2016 12:00:00 AM,The Allen Hospital,11,31,12,34
2775,9/19/2016 12:00:00 AM,The Allen Hospital,15,25,11,28
2776,9/20/2016 12:00:00 AM,The Allen Hospital,6,34,12,32
2777,9/21/2016 12:00:00 AM,The Allen Hospital,18,46,13,35
2778,9/22/2016 12:00:00 AM,The Allen Hospital,19,54,12,31
2779,9/23/2016 12:00:00 AM,The Allen Hospital,3,93,21,49
2780,9/24/2016 12:00:00 AM,The Allen Hospital,57,31,6,15
2781,9/25/2016 12:00:00 AM,The Allen Hospital,9,33,5,18
2782,9/26/2016 12:00:00 AM,The Allen Hospital,7,44,10,21
2783,9/27/2016 12:00:00 AM,The Allen Hospital,18,39,11,31
2784,9/28/2016 12:00:00 AM,The Allen Hospital,7,30,13,34
2785,9/29/2016 12:00:00 AM,The Allen Hospital,8,29,11,22
2786,9/30/2016 12:00:00 AM,The Allen Hospital,29,23,8,22
2787,10/1/2016 12:00:00 AM,The Allen Hospital,50,22,3,13
2788,10/2/2016 12:00:00 AM,The Allen Hospital,55,17,7,27
2789,10/3/2016 12:00:00 AM,The Allen Hospital,7,29,16,52
2790,10/4/2016 12:00:00 AM,The Allen Hospital,6,28,10,30
2791,10/5/2016 12:00:00 AM,The Allen Hospital,5,31,12,27
2792,10/6/2016 12:00:00 AM,The Allen Hospital,34,41,21,41
2793,10/7/2016 12:00:00 AM,The Allen Hospital,16,48,23,47
2794,10/8/2016 12:00:00 AM,The Allen Hospital,6,26,12,36
2795,10/9/2016 12:00:00 AM,The Allen Hospital,18,21,6,16
2796,10/10/2016 12:00:00 AM,The Allen Hospital,54,31,5,19
2797,10/11/2016 12:00:00 AM,The Allen Hospital,36,27,9,25
2798,10/12/2016 12:00:00 AM,The Allen Hospital,25,32,12,35
2799,10/13/2016 12:00:00 AM,The Allen Hospital,23,23,16,38
2800,10/14/2016 12:00:00 AM,The Allen Hospital,34,28,7,21
2801,10/15/2016 12:00:00 AM,The Allen Hospital,25,39,8,22
2802,10/16/2016 12:00:00 AM,The Allen Hospital,54,40,13,33
2803,10/17/2016 12:00:00 AM,The Allen Hospital,2,45,22,58
2804,10/18/2016 12:00:00 AM,The Allen Hospital,17,43,30,63
2805,10/19/2016 12:00:00 AM,The Allen Hospital,51,40,15,39
2806,10/20/2016 12:00:00 AM,The Allen Hospital,2,33,26,63
2807,10/21/2016 12:00:00 AM,The Allen Hospital,30,23,NA,37
2808,10/22/2016 12:00:00 AM,The Allen Hospital,25,23,3,15
2809,10/23/2016 12:00:00 AM,The Allen Hospital,56,31,6,24
2810,10/24/2016 12:00:00 AM,The Allen Hospital,5,32,9,32
2811,10/25/2016 12:00:00 AM,The Allen Hospital,1,25,6,32
2812,10/26/2016 12:00:00 AM,The Allen Hospital,2,27,9,19
2813,10/27/2016 12:00:00 AM,The Allen Hospital,11,33,7,27
