skill,Cloud Computing,Accelerated Project Results,Analytics and business intelligence,Application Modernization,Big Data,Collaboration technologies workflow,CRM,DevOps,ERP Applications,IT department leadership in innovation.using new technology,Mobile technologies,Security,Virtualization,Web 2.0,Augmented Reality,Wearable Computing,3D Printing,Personal Cloud,Digital Banking,Smart Cities,Telematics,Internet of Things,Desktop Applications Specialist,Leadership,Technical Analyst,Desktop Security Specialist,Network Engineer,Project Management,Database Specialist,Legacy Programmer,Systems Engineer,Web Developer
rss,0,0,0,0,0,0,0,0,0,0,0.004070556,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rtsp,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubiks-cube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruby,0.04137931,0.022988506,0.019498607,0,0,0.018292683,0,0.545454545,0,0,0.007462687,0.039692702,0.02764977,0,0,0,0,0,0.028169014,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
ruby-on-rails,0.055172414,0.066091954,0.150417827,0,0,0.039634146,0,0,0,0,0.038331072,0.127272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saas,0.096551724,0,0,0,0,0.00152439,0.003835091,0.018181818,0.018181818,0,0.000678426,0.002048656,0.004608295,0.021276596,0,0,0,0,0.154929577,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0
sales_marketing,0.002298851,0,0.005571031,0,0,0,0.000958773,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salt,0,0,0,0,0,0,0,0,0,0,0,0.030729834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saltedhash,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
same-origin-policy,0,0,0,0,0,0,0,0,0,0,0,0.006658131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saml,0,0,0,0,0,0,0,0,0,0,0,0.009731114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san,0,0,0.002785515,0,0.004048583,0,0,0.018181818,0,0,0,0,0.02764977,0,0.002564103,0.086956522,0,0,0,0,0.047619048,0.086956522,0.011245675,0.017326733,0,0.318181819,0.142857143,0.011312218,0.011111111,0.01094434,0.12244898,0
sandbox,0,0,0,0,0,0,0,0,0,0,0,0.027400768,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sap,0,0,0.022284123,0,0,0,0.009587728,0,0.145454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630979,0.007571345,0.014705882,0,0,0.002129359,0.006535948,0.007063238,0,0.002473887
sas,0,0,0.025069638,0,0.004048583,0,0.001917546,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0.003460208,0,0.145833333,0.03030303,0,0.003016591,0.007407407,0.002710027,0,0.001557632
scala,0.013793103,0,0,0,0.028340081,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scalability,0,0,0.019498607,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scaling,0.018390805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scanning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scheduling,0,0,0,0,0,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sci,0,0,0,0.017241379,0,0,0,0,0,0,0.000678426,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
science_electrical_engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0.086956522,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0
science_engineering,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0
science_related_discipline,0,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,0.002564103,0.043478261,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
science_related_field,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0.002564103,0.043478261,0,0.133333333,0.014084507,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0
screen-scraping,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scripting,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019031142,0.00990099,0,0.272727273,0.020408163,0,0,0.011882427,0.020408163,0
scripting_languages,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0.043478261,0.015570934,0.069306931,0.03125,0.363636364,0.020408163,0.009049774,0.111111111,0.005628518,0.020408163,0.205607477
scrum,0,1,0,0.051724138,0.004048583,0,0,0.036363636,0,0,0.000678426,0,0,0.021276596,0,0,0,0,0.056338028,0,0,0.217391304,0.010380623,0.014851485,0.03125,0,0,0.013574661,0.044444444,0.004377736,0,0.042056075
scrummaster,0,0.040229885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdk,0.011494253,0,0,0.051724138,0,0,0.000958773,0,0,0,0.018317503,0.003072983,0,0,0.023076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seam,0,0,0,0,0,0,0,0,0,0,0,0.003841229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secret-key,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secure-coding,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
security,0.096551724,0,0.002785515,0.275862069,0.004048583,0.009146341,0.004793864,0.436363636,0.145454545,0.049586777,0.001356852,0.020486556,0.092165899,0.063829787,0,0,0.285714286,0,0,0,1,0.652173913,0.012543253,0.009653465,0.0078125,0.231818182,0.067346939,0.002941177,0.017777778,0.004627892,0.013265306,0.004672897
security-by-obscurity,0,0,0,0,0,0,0,0,0,0,0,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
security-roles,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
securitymanager,0,0,0,0,0,0,0,0,0,0,0,0.006914213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
select_appropriate_design_solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
selenium,0,0,0,0,0,0,0,0,0,0,0.002035278,0.002304738,0,0,0,0,0,0,0,0,0,0,0.005190311,0,0,0,0,0,0,0.002501563,0,0.004672897
self-hosting,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selinux,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sencha,0,0,0,0,0,0,0,0,0,0,0.013907734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sencha-touch,0,0,0,0,0,0,0,0,0,0,0.050881954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior,0,0,0,0,0,0,0,0.109090909,0,0,0,0,0,0,0.002564103,0.043478261,0,0,0.084507042,0,0.047619048,0.043478261,0,0,0,0,0,0,0,0,0,0
senior_leadership,0.004597701,0,0.002785515,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior_level,0.004597701,0,0.005571031,0,0,0,0.000958773,0,0.018181818,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior_management,0.011494253,0.005747126,0,0.017241379,0,0.004573171,0.000958773,0,0,0.041322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seo,0,0,0,0,0,0,0,0,0,0,0.002713704,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serialization,0,0,0,0,0,0,0,0,0,0,0,0.004865557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
servers,0,0,0,0,0,0,0,0.309090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018783984,0.016265912,0.071428571,0.168831169,0.032069971,0.007756949,0.053968254,0.01608148,0.020408163,0.066088117
serves_financial_institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
servicestack,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
services_experience,0.002298851,0,0.002785515,0.034482759,0,0.00152439,0.000958773,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
service_oriented,0,0,0,0.068965517,0.004048583,0.00152439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
service_oriented_architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
service_oriented_architecture_soa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
servlet-3.0,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
servlet-filters,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
servlets,0,0,0,0,0,0,0,0,0,0,0.002713704,0.02637644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
session-hijacking,0,0,0,0,0,0,0,0,0,0,0,0.005889885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
session-state,0,0,0,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
session-variables,0,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sessionid,0,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
setuid,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sftp,0,0,0,0,0,0,0,0,0,0,0,0.003841229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sha,0,0,0,0,0,0,0,0,0,0,0,0.024071703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharepoint,0.016091954,0,0.094707521,0.017241379,0,1,0.013422819,0,0.036363636,0.008264463,0.002374491,0.031754161,0,0.063829787,0,0,0,0,0,0,0,0,0.003460208,0.00660066,0.020833333,0.03030303,0,0.001508296,0.029629629,0.006253909,0.006802721,0.046728972
shell,0,0,0,0,0,0.010670732,0,0,0,0,0,0.011267606,0,0,0,0,0,0,0,0,0,0,0.001730104,0.004950495,0.3125,0,0,0,0.022222222,0.000625,0,0
shellcode,0,0,0,0,0,0,0,0,0,0,0,0.005377721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shiro,0,0,0,0,0,0,0,0,0,0,0,0.012035851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siebel,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000865052,0,0,0,0,0.006787331,0,0.002501563,0,0.007009346
sift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sigma,0.004597701,0.00862069,0,0,0,0,0,0,0.018181818,0.016528926,0,0,0,0,0,0,0,0,0,0.19047619,0.031746032,0,0.007497116,0.075907591,0.03125,0.090909091,0,0.012066365,0.014814815,0.005836981,0,0.004672897
silex,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silverlight,0.013793103,0,0,0,0,0.007621951,0.007670182,0,0,0,0.007123474,0.033802817,0.02764977,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0.005628518,0,0.037383178
sinatra,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single-sign-on,0.013793103,0,0,0,0,0,0,0,0,0,0,0.016645327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitecore,0,0,0.075208914,0,0,0.028963415,0,0,0,0,0,0.006145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skydrive,0.013793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smartcard,0,0,0,0,0,0,0,0,0,0,0,0.005121639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart_accomplished_professionals,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smime,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smtp,0,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0.001730104,0.014851485,0.03125,0.090909091,0.020408163,0,0,0.001876173,0,0
sniffing,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soa,0.022988506,0,0.002785515,0.275862069,0,0.007621951,0,0,0,0,0.001356852,0.004609475,0,0.042553191,0,0,0,0,0.323943662,0,0.047619048,0.043478261,0,0,0,0,0,0,0,0,0,0
soap,0,0,0,0.120689655,0,0,0.0105465,0,0,0,0.004070556,0.016389245,0,0,0,0,0,0,0.070422535,0,0.031746032,0.086956522,0,0,0,0,0,0,0,0,0,0
soa_digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
soa_digital_insight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
social,0.004597701,0,0,0.017241379,0.016194332,0.006097561,0.000958773,0.090909091,0,0.016528926,0.000339213,0,0,0.042553191,0,0.043478261,0,0.066666667,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
social-networking,0,0,0,0,0,0,0,0,0,0,0.002374491,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
socket.io,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sockets,0,0,0,0,0,0,0,0,0,0,0,0.022279129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-design,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0.056338028,0,0.031746032,0,0,0,0,0,0,0,0,0,0,0
software-distribution,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software-engineering,0,0.083333333,0.002785515,0.034482759,0,0,0,0,0,0,0.001017639,0.002304738,0,0,0.005128205,0,0.142857143,0.133333333,0.098591549,0,0.015873016,0.043478261,0,0,0,0,0,0,0,0,0,0
software_development,0.016091954,0.025862069,0.002785515,0.051724138,0.024291498,0.004573171,0.000958773,0.4,0.054545455,0.05785124,0.000678426,0.001024328,0.023041475,0.042553191,0.01025641,0.130434783,0,0.133333333,0.056338028,0.095238095,0.095238095,0.173913043,0.038062284,0.094059406,0.0625,0.090909091,0.040816327,0.045248869,0.133333333,0.019387117,0.020408163,0.121495327
software_development_life_cycle,0.013793103,0.043103448,0.002785515,0.068965517,0.008097166,0.004573171,0,0,0.018181818,0.049586777,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software_financial_institutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
software_financial_institutions_fis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
software_service_saas,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
solr,0.020689655,0,0,0,0,0,0,0,0,0,0,0.004097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solutions_aligning_vision_technology,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solve_problems,0.009195402,0,0,0,0,0,0,0,0,0.033057851,0.000339213,0,0,0.021276596,0.002564103,0,0,0,0.028169014,0,0.015873016,0.043478261,0,0,0,0,0,0,0,0,0,0
solving_analytical_quantitative_skills,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solving_skills,0.011494253,0.002873563,0.005571031,0.034482759,0,0,0.000958773,0.036363636,0.018181818,0.041322314,0.000339213,0,0,0,0.002564103,0,0,0,0,0.047619048,0.031746032,0.043478261,0,0,0,0,0,0,0,0,0,0
soundcloud,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spark,0,0,0,0,0,0,0,0,0,0,0.00339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoofing,0,0,0,0,0,0,0,0,0,0,0,0.004865557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring,0.027586207,0,0,0.120689655,0.004048583,0.019817073,0,0,0,0,0.004409769,0.174391805,0,0.063829787,0,0.043478261,0,0.133333333,0.098591549,0,0.095238095,0.043478261,0,0,0,0,0,0,0,0,0,0.107476636
spring_hibernate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042253521,0,0.063492063,0,0,0,0,0,0,0,0,0,0,0
sprint,0,0.066091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sql,0.085057471,0,0.348189415,0.034482759,0.186234818,0.007621951,0.022051774,0.145454545,0.381818182,0.008264463,0.008819539,0.091933419,0.013824885,0.191489362,0,0.043478261,0,0.133333333,0.070422535,0.095238095,0.079365079,0.130434783,0.017493272,0.020352035,0.125,0.080808081,0,0.009552539,0.234567901,0.016190675,0.006802721,0.076843198
sql-azure,0.057471264,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sql-injection,0,0,0,0,0,0,0,0,0,0,0,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sql-server,0.068965517,0,0.557103064,0.034482759,0.04048583,0,0.019175455,0,0.181818182,0.008264463,0.006105834,0.134955186,0,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqlite,0,0,0,0,0,0,0,0,0,0,0.019335142,0.01177977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqoop,0,0,0,0,0.028340081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssas,0,0,0.272980501,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0.003460208,0,0,0,0,0.004524887,0.066666667,0.001250782,0,0.009345794
ssh,0.013793103,0,0,0,0,0,0,0,0,0,0,0.023303457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssis,0,0,0.206128134,0,0,0,0.004793864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006920415,0,0,0,0,0.004524887,0.088888889,0.008130081,0,0.051401869
ssis-data-transformations,0,0,0.025069638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssl,0,0,0,0,0,0,0,0,0,0,0,0.198463508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0.142857143,0,0,0.001876173,0.020408163,0.004672897
sspi,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssrs-2008,0,0,0.044568245,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,0,0,0,0.137931034,0,0,0,0,0.018181818,0,0.001356852,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stakeholders,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0.066666667,0,0.095238095,0.063492063,0,0,0,0,0,0,0,0,0,0,0
state-machine-workflow,0,0,0,0,0,0.013719512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state-machines,0,0,0,0,0,0.045731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
static-analysis,0,0,0,0,0,0,0,0,0,0,0,0.003072983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
statistics,0,0,0.142061281,0,0,0,0,0,0,0,0.001696065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stored-procedures,0,0,0,0,0,0,0,0,0,0,0,0.006402049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storm,0,0,0,0,0.036437247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategic_thinker,0.006896552,0,0.002785515,0,0.004048583,0,0,0,0,0.024793388,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategic_vision,0.002298851,0,0,0.051724138,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategy_development,0.002298851,0,0,0.017241379,0,0,0.002876318,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0.001876173,0,0.018691589
strategy_direction,0.004597701,0,0,0.017241379,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategy_roadmap,0.002298851,0,0.005571031,0,0,0,0,0,0,0.008264463,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategy_supporting,0.004597701,0,0.002785515,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_analytical_problem_solver,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_analytical_skills,0.002298851,0.002873563,0,0.017241379,0.004048583,0,0.000958773,0,0.018181818,0.008264463,0.000339213,0,0,0,0.002564103,0,0,0.133333333,0.014084507,0.047619048,0.015873016,0,0,0,0,0,0,0,0,0,0,0
strong_analytic_capabilities,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_communication_skills,0.002298851,0,0.002785515,0,0,0,0.001917546,0,0.018181818,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_development_experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002564103,0,0,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_interpersonal,0.002298851,0.002873563,0.002785515,0.017241379,0.004048583,0.00152439,0,0,0,0.008264463,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_knowledge,0,0,0,0,0,0,0,0,0.054545455,0,0,0,0.00921659,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_leadership,0.006896552,0.002873563,0.002785515,0,0,0.00152439,0,0.018181818,0,0.024793388,0,0,0,0,0,0,0,0,0.056338028,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0
strong_problem_solving,0.006896552,0,0.002785515,0,0,0,0,0,0,0.024793388,0.000339213,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strong_problem_solving_analytical,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
struts,0,0,0,0.051724138,0.004048583,0,0,0,0,0,0,0.007426376,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0.001250782,0,0.130841121
sts-securitytokenservice,0,0,0,0,0,0,0,0,0,0,0,0.001536492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subgrid,0,0,0,0,0,0,0.004793864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subject_matter_expertise,0.009195402,0,0.002785515,0.051724138,0.008097166,0.00304878,0,0,0,0.033057851,0,0.000768246,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subversion,0,0,0,0,0,0,0,0.072727273,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0.003460208,0.004950495,0,0,0,0,0.022222222,0.002501563,0,0.028037383
sugarcrm,0,0,0,0,0,0,0.028763183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suhosin,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
